cid,顧客名,plan,所在,cid_source
,株式会社 ワールドメット,mini,121-0816 東京都足立区梅島1-26-19 庁舎前谷口ビル二F 工事部,未マッチ
90f0827b-30e0-474a-84c5-9806b75b400a,株式会社 AMAN,mini,353-0002 埼玉県志木市中宗岡4-14-31,SF元データ
501e782b-fd50-40f7-bfed-57bd418bb159,株式会社 ハセガワーク,mini,960-8163 福島県福島市方木田字前白家9-9,高（名前+都道府県+市区）
be850be0-27a2-443d-8c44-88a30145b64e,株式会社 友輝工業,mini,339-0025 埼玉県さいたま市岩槻区釣上新田915-3,SF元データ
,株式会社 Leap,mini,963-8822 福島県郡山市昭和1-10-2,未マッチ
a429b451-bd07-4457-a6fc-e72d8f770cec,株式会社 トラストサービス,mini,226-0013 神奈川県横浜市緑区寺山町138 加藤ビル 201,SF元データ
,株式会社 トラストワークス,mini,252-0134 神奈川県相模原市緑区下九沢2038-1-811,未マッチ
,株式会社 アール,mini,488-0078 愛知県尾張旭市新居町寺田2951-14,未マッチ
bbcadcff-d6ee-47c9-8475-bd380cd43985,株式会社 前沢設備,mini,304-0068 茨城県下妻市下妻丁6-7,高（名前+都道府県+市区）
270d053e-f80e-499c-a31a-355f72055f03,株式会社 オオバ,mini,211-0005 神奈川県川崎市中原区新丸子町712 プランドール 101,高（名前+都道府県+市区）
20244cc8-783b-47d5-977f-70dbfefbd330,有限会社 赤山設備工業,mini,363-0004 埼玉県桶川市五町台88,SF元データ
,有限会社 アキラリフォーム,mini,578-0982 大阪府東大阪市吉田本町1-5-33,未マッチ
,株式会社 成田商会,mini,590-0137 大阪府堺市南区城山台1-29-10,未マッチ
,実紀コスミオン 株式会社,mini,534-0023 大阪府大阪市都島区都島南通2-6-18 Mビル 2F,未マッチ
10fb2210-b9f3-46ec-8e5f-eef403dae86c,株式会社 統萬企画,mini,332-0004 埼玉県川口市領家1-8-5,SF元データ
,東京ルーフ 株式会社,mini,224-0007 神奈川県横浜市瀬谷区上瀬谷町33-12,未マッチ
,株式会社 永浩建設,mini,985-0851 宮城県多賀城市南宮字伊勢225-8,未マッチ
b35f647e-35ae-4a99-acad-78622b030c44,株式会社 鎌田鈑金工業,mini,028-3204 岩手県花巻市大迫町亀ケ森第6地割7-1,低（名前のみ）
ba039f55-f4fe-499c-825f-430d5a1d9916,株式会社 装苑,mini,224-0061 神奈川県横浜市都筑区大丸11-4-302,高（名前+都道府県+市区）
,吉田土建 株式会社,mini,624-0951 京都府舞鶴市上福井581,未マッチ
805b0db1-feb0-4115-93c9-e43651883e58,興 株式会社,新mini,234-0051 神奈川県横浜市港南区日野4-20-6,高（名前+都道府県+市区）
0e67f6be-3e77-4391-99f9-8ec40bb34f19,株式会社 KoOlina,mini,102-0074 東京都千代田区九段南1-5-6 りそな九段ビル 5F,高（名前+都道府県+市区）
,株式会社 LeaLead,mini,450-6490 愛知県名古屋市中村区名駅3-28-12 大名古屋ビルヂング 11F,未マッチ
51e159aa-e557-4533-b35b-5dd3abe6e9f4,株式会社 芳賀土木工業,mini,701-1221 岡山県岡山市北区芳賀5116-19,低（名前のみ）
8eb499f3-f605-458f-be68-17bb1fb4dee3,合同会社 Monstera,mini,190-0032 東京都立川市上砂町5-59-1 マグノリア立川 306,高（名前+都道府県+市区）
c4dbbf96-190a-476c-81ff-61d545775d2a,株式会社 山本工業,mini,747-0822 山口県防府市勝間3-6-37,中（名前+都道府県）
,株式会社 TTホーム,mini,231-0032 神奈川県横浜市中区不老町2-10-4,未マッチ
,株式会社 アップスター,mini,124-0011 東京都葛飾区四つ木4-23-14,未マッチ
,エクステリア和,mini,431-2102 静岡県浜松市北区都田町7830-10,未マッチ
57d4e7b9-b27e-4e61-9d11-84f77e60c001,株式会社 ERT・ARAI,mini,366-0051 埼玉県深谷市上柴町東2-7-9,SF元データ
ea163a07-6f9d-4c53-b369-056d8eb681a3,有限会社 ニーズ建装,mini,590-0045 大阪府堺市堺区四条通7-24,高（名前+都道府県+市区）
2ef0c2ed-7ba9-4b21-8630-0e084ab974ff,オカモトデンキ 株式会社,mini,620-0303 京都府福知山市大江町金屋542,SF元データ
,OSB,mini,344-0011 埼玉県春日部市藤塚578-20,未マッチ
73029bbd-62df-4305-b249-7c5266a0f101,有限会社 アンザイ工務所,mini,298-0201 千葉県夷隅郡大多喜町小土呂424,低（名前のみ）
565fb131-ca7c-4f80-834c-2a33f15ab8a2,TSCアート 株式会社,mini,765-0033 香川県善通寺市木徳町36-4,SF元データ
,株式会社 ループ,新mini,457-0014 愛知県名古屋市南区呼続4-5-7,未マッチ
a54e6136-adc8-484d-bd12-fab8ea505717,株式会社 Arxist,mini,190-0004 東京都立川市柏町3-28-6 1F,高（名前+都道府県+市区）
facaba2b-b277-4667-9c8f-d81587c98fbe,株式会社 Real,mini,326-0831 栃木県足利市堀込町1669-3,低（名前のみ）
62bb9dee-037d-4815-b2be-a8db584e7ca2,株式会社 アルミック,mini,360-0022 埼玉県熊谷市戸出542,高（名前+都道府県+市区）
4ebe9df3-87b9-42f0-96f5-5ab41a65cbad,栗原工業 株式会社,mini,352-0005 埼玉県新座市中野2-8-12,SF元データ
719c1d36-fb4b-42b0-ac39-82dcaf92d3ac,有限会社 幸智組,mini,675-0033 兵庫県加古川市加古川町南備後156-9,SF元データ
88db45e8-1bfb-4d60-ac64-539f83b6141e,有限会社 弘建工業,mini,234-0054 神奈川県横浜市港南区港南台5-1-20-403,SF元データ
032a24b4-1b1d-43c8-81d1-8d5bd0ebf118,有限会社 江郷エンジニアリング,新mini,208-0023 東京都武蔵村山市伊奈平2-86-7,SF元データ
f309511f-3434-4be4-8388-046e74f33c1e,有限会社 佐原興業,新mini,340-0022 埼玉県草加市瀬崎町3-26-1-503,SF元データ
195cd8c9-f0d9-4f6b-9291-06f0f45f31ba,有限会社 佐藤工業,新mini,676-0082 兵庫県高砂市曽根町字宮ノ前2423-10,SF元データ
8866dfaa-b8c2-4fdb-96aa-3884dc97b955,有限会社 佐藤組,mini,186-0012 東京都国立市泉1-22-8,SF元データ
0c36035b-c10f-4915-8ebc-f2d8234d6e4b,有限会社 彩装,mini,340-0816 埼玉県八潮市中央4-21-12,SF元データ
,有限会社 三石運輸,mini,705-0132 岡山県備前市三石1229-1,未マッチ
fb116249-426e-4cef-b9d3-b4098e15b3d1,有限会社 三和,新mini,819-1119 福岡県糸島市前原東2-13-21,SF元データ
1a215427-4ffc-4cf4-b8ed-0dd86831e5b0,有限会社 山口解体,mini,252-0332 神奈川県相模原市南区西大沼2-30-2,SF元データ
5201ea96-43c4-48e6-9641-3abaef13533d,有限会社 山内組,mini,709-0412 岡山県和気郡和気町藤野1282,高（名前+都道府県+市区）
013be7f6-c946-4484-93b0-83c571eca2ed,有限会社 柴田建材興業,mini,400-0334 山梨県南アルプス市藤田2507,SF元データ
b37747b9-008e-4619-90a9-14a798d0f25f,有限会社 伸興設備,新mini,246-0038 神奈川県横浜市瀬谷区宮沢1-26-10,SF元データ
74a1d020-1865-47f2-9c33-2058c00ccc17,有限会社 伸晃興業,新mini,564-0036 大阪府吹田市寿町2-5-23,SF元データ
505a3e4e-48ba-40e7-a069-050a04a7d433,有限会社 新田防災,mini,260-0802 千葉県千葉市中央区川戸町529-3,SF元データ
cffdbd59-74a2-4c50-b470-d80ec69f6aa7,有限会社 森下防災,mini,351-0111 埼玉県和光市下新倉4-1-14,SF元データ
92840385-85fa-4b54-bf8c-ebbecf401522,有限会社 西山石芸,mini,714-0071 岡山県笠岡市東大戸385,SF元データ
cbfca93f-f705-4589-a8fb-7b3c27422b54,有限会社 斉藤興業,新mini,364-0024 埼玉県北本市石戸3-202-6,SF元データ
c123b681-e989-402d-8fff-67f297b32b76,有限会社 石田組,mini,425-0015 静岡県焼津市石脇上55-2,SF元データ
b500c7eb-5eda-48c8-946d-43ddbdf68240,有限会社 創和,新mini,350-1101 埼玉県川越市的場1-7-17,SF元データ
3c4d88a2-93f8-46fd-9ffc-31b0176bba1a,AC Trust 株式会社,mini,424-0828 静岡県静岡市清水区千歳町14-53 1F,SF元データ
fde34620-bac5-40b2-8a13-4c0eb7790ea3,阿部電気 株式会社,mini,870-0100 大分県大分市大字神崎189-19,高（名前+都道府県+市区）
480e5a8b-7299-421f-a407-7241724cd3f9,安達造園 株式会社,新mini,240-0105 神奈川県横須賀市秋谷1-21-25,SF元データ
89dfcfc0-9865-4f38-ab9e-66f5b1b4f156,リーフソリューション 株式会社,mini,367-0007 埼玉県本庄市上仁手144-1,SF元データ
b5e30cba-69e7-43d9-821b-af05e99a6347,ヤマシタ工業 株式会社,mini,272-0831 千葉県市川市稲越3-26-25,SF元データ
a4d1f671-c9b2-42d3-bb34-9ed674dd7c5f,ミライズクリエイト 株式会社,新mini,802-0017 福岡県北九州市小倉北区明和町8-13,SF元データ
,みちのく建設 有限会社,mini,121-0836 東京都足立区入谷4-6-15,未マッチ
3057eb8b-90a0-4d72-90d3-7c7b58ec9b38,はね空調 株式会社,mini,516-1108 三重県伊勢市円座町1159-1,SF元データ
e7b2bee9-7410-4402-9f48-40ff85afa556,ハセガワ建築 株式会社,mini,277-0064 千葉県柏市東山2-5-12,SF元データ
81d93875-1995-4a4d-9d16-f97c9e453ab6,デコジャパン 株式会社,mini,227-0043 神奈川県横浜市青葉区藤が丘2-13-3 谷本ビル 207,SF元データ
20689319-b07d-441b-8311-f160fd413728,チヨダロジステック 有限会社,新mini,307-0036 茨城県結城市大字北南茂呂372-5,SF元データ
02fe4193-b06e-4fa8-83d8-66edd1d011fe,セカンド・ブレイン 株式会社,mini,351-0006 埼玉県朝霞市仲町2-1-5-106,SF元データ
efa03ee9-3e84-489e-9392-82445c1a4fdd,シーブライト 株式会社,mini,471-0831 愛知県豊田市司町5-14-2,SF元データ
32436acc-1b89-4dec-9be5-effb933d7406,クラスコ 株式会社,mini,510-0805 三重県四日市市大字東阿倉川555-2,SF元データ
0c61a080-dce7-4f1b-b622-d6deb3555dca,グラウンドプロ土建 株式会社,新mini,111-0053 東京都台東区浅草橋4-4-4 並河ビル3F,SF元データ
04abfc21-70bf-4454-a960-cc65b5f5be9b,RID 株式会社,新mini,481-0001 愛知県北名古屋市六ツ師山ノ神60,SF元データ
2085d149-3f5c-4e24-963e-f338cb6e6abd,SERIE 株式会社,mini,569-0063 大阪府高槻市南庄所町1-1,SF元データ
c7df6f64-1d1b-4218-9fbc-1af93ae3253c,U・Sホールディング 株式会社,mini,379-2152 群馬県前橋市下大島町914-4,SF元データ
1041fd7c-9750-489a-ba2c-0c17e3b94c91,yn工業 株式会社,mini,198-0022 東京都青梅市藤橋2-602-24,SF元データ
2b962bf3-d1fa-403c-b494-3f854554b166,栄進通信建設 株式会社,mini,661-0045 兵庫県尼崎市武庫豊町2-8-23,SF元データ
fc10b149-9f9f-48ca-9470-dde33267aa74,KONTO 株式会社,mini,732-0028 広島県広島市東区中山北町12-1,SF元データ
54ef61c7-445c-47a1-b107-6d6bb8511ac8,きしもと装飾 株式会社,mini,664-0006 兵庫県伊丹市鴻池6-29-17-2,SF元データ
807f52af-a2d6-4eff-9b06-f64ebb9582d8,エアーカスタム 株式会社,mini,262-0012 千葉県千葉市花見川区千種町72-6,SF元データ
fee89395-1591-420c-b4d8-ae5a2b85d5c3,NHS 株式会社,mini,338-0825 埼玉県さいたま市桜区下大久保400-1,SF元データ
320b2369-c308-4213-9b57-55b629f2264e,兼真電機,mini,422-8044 静岡県静岡市駿河区西脇1011,SF元データ
,SAC技研 株式会社,mini,354-0031 埼玉県富士見市勝瀬326-5,未マッチ
e41bc00d-9eb5-4f08-8f35-7a63afb5ce30,TOTAL PAINTING 株式会社,mini,704-8193 岡山県岡山市東区金岡西町335-10,SF元データ
,ウィルグリーン 株式会社,mini,412-0042 静岡県御殿場市萩原992-541,未マッチ
,T&T 株式会社,mini,226-0018 神奈川県横浜市緑区長津田みなみ台5-25-2 ウィローヒルズ 2F,未マッチ
099e13d8-df05-4269-b4e3-de469e45ffe8,イーアイピーコーポレーション 株式会社,mini,830-0014 福岡県久留米市寺町8-1 1F,高（名前+都道府県+市区）
9395ccfc-e389-4a12-904d-ec979eee1bc1,アイル 株式会社,mini,819-0052 福岡県福岡市西区下山門1718-59,SF元データ
f19844b2-b420-4461-ad28-7eb488dd8e57,アオキ工業 株式会社,mini,361-0025 埼玉県行田市埼玉4245-2,SF元データ
19424409-50a0-447e-b4ba-f505d6abb280,SOWA HOLDINGS 株式会社,mini,463-0081 愛知県名古屋市守山区川宮町461-2,SF元データ
3b3b0a18-a524-4d03-bffc-5e7345cd23a7,SILVER CHORD 株式会社,新mini,233-0004 神奈川県横浜市港南区港南中央通9-14 ライオンズマンション港南中央 104,SF元データ
4ab6d3a1-75ca-4138-b6d3-65a5231f0423,GENEX GROUP 株式会社,mini,261-0025 千葉県船橋市咲が丘1-25-15-204,SF元データ
ec95f612-80d2-459d-b790-8143c7ea79aa,GUARANTEE 株式会社,mini,154-0004 東京都世田谷区太子堂4-30-22 K'SAPARTMENT 101,SF元データ
eb233c69-db71-4fe7-afd4-cc3fba6850e5,桶川工業 株式会社,mini,173-0035 東京都板橋区大谷口上町85-1,SF元データ
d727aca9-1b05-40a7-a3e1-09ed3223fa61,加藤塗装,mini,959-0422 新潟県新潟市西蒲区曽根1275-1,SF元データ
9f2ac4d1-fa5a-4d9d-a639-bdcb63c5e504,株式会社 プラスト,mini,252-0233 神奈川県相模原市中央区鹿沼台1-15-9 センチュリー鹿沼1201,SF元データ
e93a7359-b957-4e92-b58d-1c584da2eb1b,株式会社 AKプランニング,mini,417-0801 静岡県富士市大淵504-2,高（名前+都道府県+市区）
552a9fcb-ad05-42da-94f4-c502dafff15d,株式会社 ABILITY,新mini,374-0066 群馬県館林市大街道3-4-36,SF元データ
4a72f08e-4422-47c1-85ba-6b215fc0e14d,株式会社 AINEQ,新mini,639-0214 奈良県北葛城郡上牧町上牧3352-7,SF元データ
445fe962-508b-41eb-a284-996d5bd3f808,株式会社 aloha,mini,252-0313 神奈川県相模原市南区松が枝町15-11,SF元データ
ab591721-6ac5-4a94-9e35-0964445eba00,株式会社 ANZEN,mini,386-2202 長野県上田市真田町本原636-1,SF元データ
27ef1bb2-6c60-4faf-b9ec-6d05865ba7b4,株式会社 Booker's Home,新mini,441-8087 愛知県豊橋市牟呂町字八王子88-1,SF元データ
83b01d31-3432-4ce5-aa83-2cd6621efa87,株式会社 CABON,新mini,134-0084 東京都江戸川区東葛西5-11-1 第3西野ビル 1F,SF元データ
dcbbc15b-47b6-4604-ade8-51508082b67d,株式会社 e-WILL,mini,272-0143 千葉県市川市相之川4-13-5,SF元データ
2c7889e1-9254-44ab-88c8-5caa98133413,株式会社 EXCEED,mini,558-0047 大阪府大阪市住吉区千躰1-4-32 1F,SF元データ
6830c935-9eff-4924-ac6f-7bf3e92d1069,株式会社 F'sテック,mini,562-0003 大阪府箕面市西小路5-1-5-402,SF元データ
2dcfa625-9645-4a48-8aca-2f232f3938b8,株式会社 G-BANK,mini,182-0007 東京都調布市菊野台3-20-21,SF元データ
1e220e5b-8969-4354-b49a-a3a70b3cf221,株式会社 G-Design,新mini,310-0843 茨城県水戸市元石川町637-5,SF元データ
a0c10df0-9470-4e17-8b53-b80bb0be2178,株式会社 ICHI,新mini,194-0201 東京都町田市上小山田町990,SF元データ
ac4c2dfd-6050-41d2-990e-9b2c7b9542ec,株式会社 IWY,mini,672-8011 兵庫県姫路市白浜町神田1-11-3,SF元データ
ed02be1c-2bc4-4a87-8d68-bf855da5a509,株式会社 k's電設,mini,441-0152 愛知県豊橋市前芝町稲場59,SF元データ
b73232c6-b36d-498d-a131-5b1e08a1f3dc,株式会社 KITAGAWA,mini,596-0046 大阪府岸和田市藤井町2-21-24,SF元データ
752003cd-b465-4c11-8f35-ac7db7e7df56,株式会社 KOBAYASHI,mini,387-0005 長野県千曲市大字森1391,SF元データ
838db777-ba70-4c7d-8301-fed6074c136b,株式会社 KYOWA,新mini,321-0216 栃木県下都賀郡壬生町大字壬生丁277-8,SF元データ
,株式会社 Kトレーディング,mini,193-0836 東京都八王子市日吉町12-21,未マッチ
1bd009df-4ae2-4dd8-9af2-16517faacc7d,株式会社 little bear garden,mini,960-1107 福島県福島市上鳥渡しのぶ台78-6,SF元データ
056e723d-8510-4859-8c69-2bd82319dd73,株式会社 MDB,mini,832-0801 福岡県柳川市三橋町起田523-1,SF元データ
,株式会社 イーグルハウス,mini,252-1104 神奈川県綾瀬市大上8-19-6,未マッチ
703abbb9-d94a-4e15-96be-bc76395ecd03,株式会社 MMK,mini,872-0101 大分県宇佐市高森1398-1,SF元データ
9d4a3865-83a5-4937-89ee-f299862f9d7e,株式会社 MUGENAIRWORKS,mini,140-0013 東京都品川区南大井4-7-7,SF元データ
,株式会社 NTK,mini,329-1102 栃木県宇都宮市白沢町2021-3,未マッチ
e09569f9-e08d-4366-93af-8153ae25b047,株式会社 OMI,mini,590-0027 大阪府堺市堺区榎元町5-3-23,SF元データ
b07361de-6996-43dc-9bb3-42984c30a578,株式会社 OTA建築工房,mini,662-0067 兵庫県西宮市深谷町9-21,SF元データ
0556fb7f-9581-4ef0-815b-182823a30c18,株式会社 R・テック,新mini,333-0817 埼玉県川口市戸塚南2-4-17 みよビル1号館 1F,SF元データ
81b2029f-e2fa-4853-afdd-0da9d0e1129e,株式会社 RABIX,新mini,652-0815 兵庫県神戸市兵庫区三川口町1-2-3,SF元データ
4cd806f9-7b0f-4065-b356-a3cd1af5a2ff,株式会社 SKB,mini,321-4544 栃木県真岡市堀込906,SF元データ
a6117b83-db10-4a22-9786-a7ece92e5440,株式会社 TASUKU,mini,292-0834 千葉県木更津市潮見4-3-4,SF元データ
,株式会社 TCK,新mini,455-0801 愛知県名古屋市港区小碓4-198,未マッチ
47f03498-9a16-4da0-a40c-6b9779af9888,株式会社 TKC,mini,662-0914 兵庫県西宮市本町4-29 1F,SF元データ
4969e257-285a-4f97-9665-a60eab87ee8e,株式会社 TKコーポレーション,mini,607-8223 京都府京都市山科区勧修寺瀬戸河原町116,SF元データ
01acd091-3bf6-4b8d-9384-4294cf2424d3,株式会社 TRI-ACE,mini,870-0855 大分県大分市豊饒3-11-68,SF元データ
285ca09d-0861-4aba-857f-75ec46f5f775,株式会社 T's CREATE,mini,183-0051 東京都府中市栄町3-15-1,SF元データ
9db0e078-0b8d-4b38-9de7-3e242fb12e27,株式会社 USY,mini,235-0005 神奈川県横浜市磯子区東町19-22,SF元データ
849e4cea-a828-408e-84f4-a9e3706527d4,株式会社 アースライン,mini,812-0893 福岡県福岡市博多区那珂1-3-37,SF元データ
9a2eb749-d3c7-4bf9-b2e5-fa294cd9250f,株式会社 アートスチール,mini,572-0846 大阪府寝屋川市高宮栄町29-6,SF元データ
1d30b4e5-390c-408a-89cd-96b85177b846,株式会社 アールイーセントラル,mini,533-0005 大阪府大阪市東淀川区瑞光1-5-33,SF元データ
6dd861c4-76a4-4ff8-ad2a-bac9a4ffd811,株式会社 アールペア,mini,252-0231 神奈川県相模原市中央区相模原5-9-3-2F,SF元データ
989f0237-4e06-4e8a-be32-73257c3cd789,株式会社 アイ・スタイル,新mini,957-0065 新潟県新発田市舟入町3-9-13,SF元データ
d8d08b20-4bcd-4e2d-9edc-5e05712fa64a,株式会社 アイペイント,mini,373-0015 群馬県太田市東新町202-2,SF元データ
62f2a664-867c-4635-9baa-7233d6b970a3,株式会社 アクティブK,mini,205-0001 東京都羽村市小作台5-4-2,SF元データ
72b40fff-68d6-46f6-b97e-e387758e7365,株式会社 アクト,mini,520-0106 滋賀県大津市唐崎1-20-19,SF元データ
bf0ad192-7f68-47d1-8e17-6f329341452d,株式会社 未来クリエイト,mini,731-3167 広島県広島市安佐南区大塚西3-3-17,SF元データ
,株式会社 アスミル工務店,mini,530-0043 大阪府大阪市北区天満2-1-24-901,未マッチ
cf78a3cc-4e14-4d5a-801a-f10fd5cb805b,株式会社 アップ総合企画,新mini,210-0021 神奈川県川崎市川崎区元木2-5-16,SF元データ
a8eb7a86-03cd-4a03-99fb-5138eeced05a,株式会社 アンツ,mini,309-1734 茨城県笠間市南友部1966-73,SF元データ
66e88fc1-b1b7-46c2-b8d7-b7759eb8aeb3,株式会社 いいだ技研,mini,386-0005 長野県上田市古里1065,SF元データ
dd3bdd3f-b53b-4dc3-a7b0-ab75adf55f4e,株式会社 イノベート,mini,120-0015 東京都足立区足立4-13-9 ベルビュービル 6F,SF元データ
,株式会社 ウェッジ,mini,980-0871 宮城県仙台市青葉区八幡7-18-25-701,未マッチ
8744efa7-270a-4d78-9fd4-c3a575f7e1a0,株式会社 ウェルテクノ,mini,612-8427 京都府京都市伏見区竹田真幡木町178,SF元データ
8e61cf8f-4656-47fe-a737-50fca3c4744f,株式会社 ウシジマ,新mini,820-0077 福岡県飯塚市椋本69-1,SF元データ
94d855dd-36e6-40fa-b052-1cecd17cdfa0,株式会社 エア・キャリア,新mini,230-0011 神奈川県横浜市鶴見区上末吉5-12-1,SF元データ
282f379a-8f46-4ec0-af06-787a9d7f0bd1,株式会社 エクシエル,mini,487-0025 愛知県春日井市出川町2-27-8,SF元データ
66a24f95-eee5-46dd-82bd-737afe9f600c,株式会社 エコプロデュース,mini,369-0103 埼玉県熊谷市小八林1532,SF元データ
36a660d2-73e7-4c5e-a2e5-c8de81c59ea0,枦建設 株式会社,mini,590-0835 大阪府堺市堺区西湊町6-7-20-2,SF元データ
,六原建設 株式会社,新mini,501-0123 岐阜県岐阜市鏡島西2-17-38,未マッチ
9a2d3941-a166-4ad1-9453-fcfed73b0efc,浪花産業 株式会社,mini,123-0841 東京都足立区西新井6-45-9,SF元データ
f87233c9-5c94-43a7-afaa-593b708a2e62,株式会社 S.PROJECT,新mini,319-0206 茨城県笠間市安居3144-288,低（名前のみ）
c1a598a9-efc0-49fe-bc80-fa1e4396947b,正直屋春日部店,mini,344-0059 埼玉県春日部市西八木崎2-5-2,SF元データ
9b4e1f45-fdda-4712-a0d9-66a488080f3b,双柳興業 株式会社,mini,357-0021 埼玉県飯能市大字双柳468-12,SF元データ
30398c90-dcde-4ecf-87b8-a36359cb972a,有限会社 勇進建設,新mini,850-0953 長崎県長崎市上戸町1-3-12,SF元データ
1730cce5-e75b-493f-9a86-0661e4dd624b,有限会社 野州塗装工業,mini,321-0221 栃木県下都賀郡壬生町藤井2073,高（名前+都道府県+市区）
2dcc13d4-4c9b-4b32-9fd2-e228657174a9,有限会社 木村組,mini,362-0804 埼玉県北足立郡伊奈町本町1-262-1,SF元データ
a6f79041-56d0-43af-9584-f799c6d05b82,有限会社 卜部板金工業,mini,310-0844 茨城県水戸市住吉町44-13,SF元データ
c52ed029-7e05-4d20-876d-446033fd7a8f,有限会社 北村興業,mini,259-1304 神奈川県秦野市堀山下785-3,SF元データ
584f5243-2a51-40d6-8e90-720a6042ea3d,株式会社 エムズメイク,新mini,259-1114 神奈川県伊勢原市高森1-2370-16-32 街区 1-1,SF元データ
c0e9f977-9f5a-4449-88d0-3c71be26f763,株式会社 オアシスライフ,新mini,208-0004 東京都武蔵村山市本町3-76,高（名前+都道府県+市区）
7697a353-d9f0-452c-8588-037e0be65fde,株式会社 おいたて工務店,新mini,669-2222 兵庫県篠山市味間南840-8,高（名前+都道府県+市区）
6520753a-8831-46a9-8541-8eaba3ab93ca,株式会社 オオヤマ,新mini,329-4213 栃木県足利市寺岡町1019-2,SF元データ
,株式会社 オーラクリエイト,mini,960-0102 福島県福島市鎌田字樋懸11,未マッチ
a96dd378-c105-460a-8e8e-9a07b1a767aa,株式会社 オフィスK,mini,399-0033 長野県松本市笹賀7224-1,SF元データ
7ee88649-4842-40dc-ad1d-028f91d33d8b,株式会社 幸慎工業,新mini,870-1201 大分県大分市廻栖野2180,SF元データ
2ce18898-2f01-41fc-b7f5-2eba6b1e27af,株式会社 カナザワ技建,mini,612-8414 京都府京都市伏見区竹田段川原町197,SF元データ
9308786f-9108-41f6-8cd1-10fce110e3be,株式会社 カネコ,mini,378-0053 群馬県沼田市東原新町1911-3,SF元データ
481ff70a-80c3-4fff-8b7f-2c1db088f134,株式会社 ガルマックスエンタープライズ,新mini,170-0012 東京都豊島区上池袋2-9-8 野本ビル 203,SF元データ
9813131f-de43-4ac4-93c7-7b2fe51427aa,株式会社 キリヤ工業,mini,245-0015 神奈川県横浜市泉区中田西4-2-22,高（名前+都道府県+市区）
ec4f8465-1dd0-448f-804a-5490d1e9168e,株式会社 クーカイ,mini,344-0057 埼玉県春日部市南栄町11-6,SF元データ
ad71161e-b15a-4f92-b785-94cb4ab6bc03,株式会社 安永建装,新mini,543-0045 大阪府大阪市天王寺区寺田町2-1-4 6F,高（名前+都道府県+市区）
b9285f0d-1d62-4bbc-9f6a-e80755a9228f,有限会社 安江建鉄工業,mini,573-1164 大阪府枚方市須山町20-16,高（名前+都道府県+市区）
0d91ae77-8d72-40af-8c22-59bb9382e6d2,株式会社 鳶安西工業,mini,193-0814 東京都八王子市泉町1250-11,SF元データ
12866350-00eb-405b-a61d-fd54d8dcb4f3,株式会社 安藤工務店,mini,976-0052 福島県相馬市黒木諏訪西29-2,SF元データ
13adc9c5-b84e-403a-bf8a-f448dc177677,株式会社 伊藤組,mini,554-0051 大阪府大阪市此花区酉島1-9-1,SF元データ
,株式会社 一成工業,新mini,710-0034 岡山県倉敷市粒江858-2-1,未マッチ
9dc4df7f-8cdb-47cb-bd7b-9f0a798aae5d,東京ファシリティーズ 株式会社,mini,143-0013 東京都大田区大森南2-10-7,SF元データ
fe4ebdb9-5d35-4299-a986-297e925fc50d,株式会社 井川製作所,mini,252-1133 神奈川県綾瀬市寺尾本町1-15-5,SF元データ
8c28b972-cb9f-4bc4-b438-4affbf7e0b93,株式会社 稲田香樹園,mini,581-0865 大阪府八尾市服部川5-31,SF元データ
22096cca-b40c-4179-b0e2-326c4924c5e5,有限会社 第一南間製作所,mini,320-0011 栃木県宇都宮市富士見が丘2-21-10,SF元データ
80f8c885-0725-4d62-8781-57e2f131fd2c,有限会社 稲嶺内装,mini,352-0032 埼玉県新座市新堀3-3-3-101,SF元データ
cd66cce1-89f2-41d9-8780-3e4ba69cf849,株式会社 ハウサーチ,mini,305-0031 茨城県つくば市花園21-15花園テナント1-A,SF元データ
d1d07bad-0a4b-44f0-8676-5b695f833e61,悠紀建設 株式会社,新mini,610-0114 京都府城陽市市辺南垣内30-5,SF元データ
221be67c-71db-49dc-8867-94b07aba1eb2,有限会社 日栄フロント,mini,183-0034 東京都府中市住吉町3-79-1,SF元データ
c05b1c47-58db-4ce8-a8cd-f0137773b0cb,株式会社 遠藤建築,mini,239-0831 神奈川県横須賀市久里浜7-13-17,高（名前+都道府県+市区）
b5fd6f25-6e1c-4b5f-985d-a2f4b1d70016,有限会社 塩飽興業,mini,721-0906 広島県福山市能島1-2-30,SF元データ
,有限会社 アーキテリア,mini,371-0857 群馬県前橋市高井町1-25-22,未マッチ
,株式会社 岡井防災,mini,590-0961 大阪府堺市堺区寺地町西1-2-16,未マッチ
b9016d4e-c46f-4a65-a63d-d0614d96afa4,株式会社 岡村工務店,mini,132-0014 東京都江戸川区東瑞江2-13-13,高（名前+都道府県+市区）
785c8a71-a225-4452-827c-e819eb29e4cf,株式会社 創和ネクサス,mini,989-2433 宮城県岩沼市桜5-3-26,SF元データ
fade11ed-cba6-43a1-af3f-a1c5967744ac,新生建設 株式会社,mini,703-8222 岡山県岡山市中区下278,SF元データ
eca5b442-74e6-497b-a000-8f6cb95e93b2,有限会社 デザイン建創,新mini,852-8144 長崎県長崎市女の都3-19-12,SF元データ
88926255-587d-454b-b252-62911b9554df,株式会社 卯月工業,mini,299-0111 千葉県市原市姉崎1808-8,SF元データ
